1,18.24,318.24,5
2,17.28,327.84,5
3,14.4,286.08,5
4,24,326.4,5
5,84.48,337.44,20
6,31.2,307.68,20
7,14.4,278.88,20
8,104.16,300.96,20
9,28.8,318.72,20
10,81.6,319.2,20
11,24,164.64,35
12,48,141.6,35
13,47.52,116.64,35
14,17.76,168.48,35
15,36.96,161.76,35
16,48,180.96,35
17,86.4,346.08,35
18,24,326.88,35
19,91.2,303.36,35
20,67.68,275.04,35
21,83.52,269.28,35
22,65.28,268.8,35
23,50.4,269.28,35
24,52.8,275.52,35
25,47.52,293.76,35
26,38.88,286.08,35
27,38.88,270.72,35
28,38.88,253.92,35
29,45.12,234.72,35
30,45.12,223.68,35
31,32.16,198.24,35
32,23.04,189.6,35
33,35.04,182.4,35
34,57.12,222.72,35
35,68.16,197.76,35
36,16.8,204,35
37,89.76,324,35
38,89.76,315.84,35
39,103.2,351.84,35
40,13.92,351.84,35
41,44.64,200.64,35
42,44.16,247.68,35
43,33.12,302.88,35
44,81.12,327.36,35
45,11.04,317.76,35
46,73.92,351.36,35
47,88.8,276.96,35
48,91.2,38.88,50
49,164.64,152.16,50
50,85.44,123.36,50
51,65.28,109.44,50
52,50.88,107.04,50
53,68.64,130.56,50
54,94.08,117.6,50
55,50.88,153.12,50
56,34.56,138.24,50
57,73.44,298.08,50
58,84.96,307.68,50
59,22.56,290.4,50
60,82.56,240.48,50
61,63.84,218.4,50
62,87.36,219.36,50
63,76.8,163.68,50
64,87.36,172.8,50
65,72.96,246.72,50
66,72.96,261.6,50
67,54.24,268.32,50
68,43.68,257.28,50
69,33.12,243.36,50
70,43.2,240.48,50
71,42.72,224.64,50
72,33.6,218.4,50
73,33.6,208.32,50
74,12,217.92,50
75,33.6,181.92,50
76,7.68,192,50
77,33.6,166.08,50
78,33.6,150.24,50
79,43.68,172.32,50
80,43.68,205.92,50
81,43.68,214.08,50
82,101.76,258.24,50
83,87.84,278.4,50
84,84.96,299.52,50
85,84.96,290.88,50
86,98.88,324.96,50
87,7.2,324.96,50
88,84,261.12,50
89,95.04,243.36,50
90,46.56,270.72,50
91,7.2,290.4,50
92,53.28,144.48,50
93,143.52,81.6,65
94,110.88,27.84,65
95,130.08,27.84,65
96,135.84,27.84,65
97,160.32,27.84,65
98,178.56,20.16,65
99,173.76,36,65
100,159.84,49.44,65
101,174.24,82.08,65
102,154.56,81.12,65
103,173.28,45.12,65
104,158.88,40.32,65
105,172.8,61.44,65
106,170.4,68.16,65
107,154.56,203.04,65
108,161.76,175.2,58
109,137.28,156.48,65
110,141.6,158.88,65
111,126.24,158.88,65
112,93.6,153.12,65
113,78.72,153.12,65
114,57.12,153.12,65
115,45.12,158.88,65
116,45.12,151.2,65
117,45.12,139.68,65
118,57.12,139.68,65
119,78.24,139.68,65
120,103.68,139.68,65
121,127.2,127.2,65
122,139.2,135.84,65
123,128.16,135.84,65
124,161.76,135.36,65
125,154.56,113.76,65
126,110.4,151.2,65
127,129.12,142.56,65
128,172.32,202.08,65
129,164.64,92.16,65
130,164.16,154.56,65
131,136.32,342.24,65
132,113.76,348.96,65
133,65.76,328.8,65
134,30.24,326.88,65
135,61.92,340.8,65
136,37.92,309.6,65
137,51.36,286.08,65
138,95.52,305.76,65
139,77.76,289.92,65
140,55.68,301.44,65
141,61.92,289.44,65
142,49.92,274.56,65
143,89.28,274.56,65
144,104.16,274.56,65
145,116.16,274.08,65
146,127.2,266.88,65
147,139.68,269.28,65
148,150.24,254.4,65
149,149.76,245.76,65
150,150.72,231.84,73
151,165.12,266.88,73
152,138.24,218.88,73
153,116.16,308.16,65
154,128.16,290.4,65
155,132.48,320.64,65
156,141.6,341.28,65
157,141.12,295.68,65
158,138.24,310.08,73
159,191.04,334.56,65
160,164.16,232.8,65
161,142.56,352.8,65
162,173.76,340.32,65
163,169.92,310.08,65
164,154.56,339.84,65
165,161.76,312.96,58
166,98.4,333.12,65
167,98.88,324.96,65
168,108.48,359.52,65
169,19.68,359.52,65
170,95.52,289.44,65
171,27.84,311.52,65
172,160.8,47.52,80
173,118.08,32.64,80
174,144,67.68,80
175,145.44,28.32,80
176,130.08,32.64,80
177,141.12,24.48,80
178,153.12,24.48,80
179,171.36,24.48,80
180,180.48,24.48,80
181,180.48,40.8,80
182,182.4,84.48,80
183,166.08,96.96,80
184,166.08,108.48,80
185,186.72,120.96,80
186,129.6,146.4,80
187,150.72,185.28,80
188,107.04,156,80
189,101.28,146.4,80
190,49.44,147.36,80
191,42.24,144.96,80
192,48.48,136.32,80
193,69.6,132.48,80
194,96.96,132.48,80
195,112.32,132.48,80
196,126.24,130.08,80
197,136.8,132.96,80
198,186.72,132.96,80
199,192.96,187.2,80
200,190.56,168.96,80
201,205.44,168.96,80
202,222.24,169.44,80
203,232.8,175.68,80
204,230.4,186.24,80
205,222.72,184.32,80
206,224.64,195.84,80
207,185.28,192,80
208,141.12,192.96,80
209,147.84,201.12,80
210,151.2,209.28,80
211,163.68,167.04,80
212,159.84,157.92,80
213,156,334.08,80
214,84.96,337.44,80
215,76.8,336.96,80
216,77.76,329.28,80
217,84,322.56,80
218,57.12,317.76,80
219,69.12,339.36,80
220,126.24,291.36,80
221,139.68,306.24,80
222,91.2,282.72,80
223,100.8,289.44,80
224,82.56,282.72,80
225,71.52,283.68,80
226,48.96,282.72,80
227,43.68,271.2,80
228,48.96,267.36,80
229,58.08,261.6,80
230,62.88,267.36,80
231,109.44,267.36,80
232,120.48,265.92,80
233,123.36,226.56,80
234,147.36,240.48,80
235,147.36,251.04,80
236,147.36,259.2,80
237,147.36,265.92,80
238,129.6,262.08,80
239,131.04,252.48,80
240,195.36,272.64,80
241,195.36,261.12,80
242,195.36,251.52,80
243,203.52,243.84,80
244,214.08,245.28,80
245,212.16,263.04,80
246,226.56,263.04,80
247,230.88,274.56,80
248,240,263.04,80
249,218.88,273.6,80
250,209.76,272.64,80
251,187.68,324,80
252,198.72,326.4,80
253,160.32,293.76,80
254,187.2,289.44,80
255,113.28,341.28,80
256,100.8,308.64,80
257,113.28,352.32,80
258,24.48,352.32,80
259,142.56,58.08,72
260,157.92,176.16,88
261,131.04,303.84,88
262,106.56,286.56,88
263,147.84,243.36,88
264,195.84,276,88
265,195.84,266.4,88
266,195.84,256.32,88
267,195.84,242.4,88
268,195.84,232.32,88
269,204.96,231.36,88
270,214.56,231.36,88
271,225.6,231.36,88
272,230.4,231.36,88
273,244.32,231.36,88
274,241.44,242.88,88
275,230.88,242.4,88
276,241.92,252.96,88
277,206.4,243.84,88
278,206.88,254.88,88
279,216.48,263.04,88
280,224.64,261.6,88
281,245.28,271.68,88
282,243.36,280.8,88
283,232.32,281.76,88
284,221.76,281.28,88
285,207.36,281.76,88
286,130.56,37.44,95
287,162.24,37.44,95
288,110.4,41.28,95
289,106.56,54.24,95
290,179.52,37.92,95
291,110.88,57.12,95
292,172.32,55.2,95
293,169.44,46.56,95
294,119.04,56.64,95
295,178.08,56.64,95
296,132.48,68.64,95
297,177.6,64.32,95
298,132.96,78.72,95
299,121.44,117.6,95
300,148.8,109.92,95
301,138.24,212.64,95
302,121.44,210.24,95
303,135.84,178.08,95
304,132.96,168,95
305,132.96,144.48,95
306,148.8,125.76,95
307,148.8,141.6,95
308,154.08,166.56,95
309,163.68,180,95
310,171.36,186.24,95
311,198.24,186.24,95
312,170.4,204.48,95
313,168,197.28,95
314,132,342.72,95
315,132,293.76,95
316,114.72,338.4,95
317,108,339.36,95
318,89.28,320.16,95
319,103.2,300,95
320,129.6,300.48,95
321,104.16,283.2,95
322,36.48,277.92,95
323,155.52,273.6,95
324,156.48,285.12,95
325,156.48,294.72,95
326,168.96,316.32,95
327,167.52,304.32,95
328,191.52,317.76,95
329,202.56,317.28,95
330,216.48,317.76,95
331,217.44,327.36,95
332,202.56,327.84,95
333,193.44,327.36,95
334,188.16,336.96,95
335,168.48,336.96,95
336,165.6,330.72,95
337,145.44,311.04,95
338,158.88,303.84,95
339,163.2,324.96,95
340,130.08,324.48,95
341,119.52,324.48,95
342,104.16,323.04,95
343,104.16,313.92,95
344,104.64,354.72,95
345,21.12,354.72,95
346,18.72,309.6,95
347,129.12,49.44,110
348,114.72,63.36,110
349,107.52,63.36,110
350,107.04,55.68,110
351,136.8,45.6,110
352,118.08,60.96,110
353,111.84,45.6,110
354,133.44,84.48,110
355,144.48,46.08,110
356,133.44,110.88,110
357,160.8,45.6,110
358,168.96,46.08,110
359,180.96,38.88,110
360,169.44,30.24,110
361,181.44,55.68,110
362,171.84,57.6,110
363,146.4,92.16,110
364,146.4,111.36,110
365,132.96,214.56,110
366,132.96,190.08,110
367,123.36,157.44,110
368,128.64,146.88,110
369,133.44,131.04,110
370,146.88,156.48,110
371,153.6,135.84,110
372,156.96,144.48,110
373,156.48,155.52,110
374,153.12,158.4,110
375,172.8,216.48,110
376,162.24,205.44,110
377,132,340.32,110
378,78.72,343.68,110
379,132.48,298.08,110
380,63.84,255.36,110
381,63.84,295.68,110
382,50.4,274.56,110
383,63.84,271.2,110
384,78.72,317.28,110
385,84,294.24,110
386,78.72,276,110
387,80.64,269.28,110
388,146.88,259.68,110
389,147.84,274.08,110
390,156.96,276,110
391,147.36,292.32,110
392,172.8,347.04,110
393,161.76,336.96,110
394,124.32,324,110
395,127.68,356.16,110
396,19.68,356.16,110
397,221.76,187.2,102
398,213.6,183.84,102
399,210.72,176.16,102
400,203.04,198.72,102
401,214.08,206.4,102
402,216,319.2,102
403,216,331.2,102
404,207.84,312.96,102
405,224.64,307.68,102
406,120.96,36.96,125
407,115.68,46.56,125
408,115.68,36.96,125
409,115.68,27.36,125
410,115.68,20.16,125
411,115.68,13.44,125
412,132.48,37.44,125
413,126.24,24,125
414,136.8,69.6,125
415,141.6,24,125
416,128.16,69.12,125
417,128.16,84.96,125
418,168.48,24,125
419,137.28,84.96,125
420,175.2,24,125
421,185.76,26.4,125
422,175.2,36.96,125
423,150.72,98.88,125
424,151.2,72,125
425,139.68,158.88,125
426,122.88,157.44,125
427,113.76,123.84,125
428,137.76,124.32,125
429,127.2,129.12,125
430,150.72,112.8,125
431,167.52,135.84,125
432,168.48,186.24,125
433,134.4,329.76,125
434,125.28,268.8,125
435,118.56,318.72,125
436,94.08,300.48,125
437,98.88,279.84,125
438,134.4,279.36,125
439,51.36,270.72,125
440,152.16,253.92,125
441,151.68,264.48,125
442,151.68,273.12,125
443,124.32,302.88,125
444,112.8,335.52,125
445,24,335.52,125
446,135.36,67.68,140
447,149.76,48.48,140
448,112.32,18.24,140
449,147.36,96,140
450,147.84,194.4,140
451,134.88,187.2,140
452,156.48,190.08,140
453,153.6,168.48,140
454,141.6,168.48,140
455,132,168.48,140
456,123.84,170.4,140
457,148.32,154.56,140
458,133.44,154.56,140
459,124.32,155.04,140
460,123.84,146.4,140
461,133.44,146.4,140
462,148.32,146.4,140
463,149.28,120.48,140
464,143.04,132,140
465,127.2,117.6,140
466,149.76,106.56,140
467,162.24,149.28,140
468,157.92,139.68,140
469,160.32,128.16,140
470,161.76,110.88,140
471,128.16,168.48,140
472,176.16,181.92,140
473,166.08,162.24,140
474,156,301.92,140
475,148.8,331.68,140
476,135.84,331.68,140
477,128.64,324.48,140
478,128.64,317.28,140
479,128.64,303.84,140
480,128.64,289.92,140
481,128.64,281.28,140
482,136.8,278.4,140
483,144.96,294.72,140
484,128.64,262.08,140
485,122.4,259.68,140
486,130.56,253.44,140
487,144,252.96,140
488,138.24,260.64,140
489,163.68,257.76,140
490,164.64,276,140
491,164.64,283.2,140
492,164.64,295.68,140
493,173.76,312.48,140
494,176.64,321.6,140
495,176.16,328.8,140
496,176.16,339.36,140
497,97.44,305.76,140
498,34.08,322.56,140
